Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RV,Dimension SV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVPF14V065S,22214 ,65 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,7.63 in / 193.8 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,65 mm,Metric,QVPF14V065SB/QVPF14V065SC/QVPF14V065SEB/QVPF14V065SEC/QVPF14V065SEM/QVPF14V065SEN/QVPF14V065SEO/QVPF14V065SET/QVPF14V065SM/QVPF14V065SN/QVPF14V065SO/QVPF14V065ST,Single V-Lock,Four-Bolt Pillow Block,883450049412/883450049429/883450111676/883450111713/883450173599/883450203609/883450203982/883450216029/883450216401/883450228442/883450228824/883450296601,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,6.88 in/174.8 mm,7.63 in/193.8 mm,1.75 in/44.5 mm,9.25 in/235 mm,3 in/76.2 mm,0.98 in/24.9 mm,0.625 in/16 mm,3.55 in/90.2 mm,0.35 in/8.9 mm,3.14 in/79.8 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0037,0.0047,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVPH17V070S,22217 ,70 mm,3.75 in / 95.3 mm,9.44 in / 239.8 mm,11.31 in / 287.3 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,70 mm,Metric,QVPH17V070SB/QVPH17V070SC/QVPH17V070SEB/QVPH17V070SEC/QVPH17V070SEM/QVPH17V070SEN/QVPH17V070SEO/QVPH17V070SET/QVPH17V070SM/QVPH17V070SN/QVPH17V070SO/QVPH17V070ST,Single V-Lock,Four-Bolt Pillow Block,0883450148238/0883450148450/0883450153065/0883450153218/0883450175371/0883450176002/0883450185271/0883450185424/0883450278140/0883450278492/0883450283021/0883450283175,3.75 in/95.3 mm,7.2 in/182.9 mm,4.19 in/106.4 mm,9.44 in/239.8 mm,11.31 in/287.3 mm,2.13 in/54.1 mm,12.63 in/320.8 mm,3.63 in/92.2 mm,1.26 in/32 mm,0.625 in/16 mm,3.91 in/99.3 mm,0.24 in/6.1 mm,3.33 in/84.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPR16V070S,22216 ,70 mm,3.13 in / 79.5 mm,8 in / 203.2 mm,9.6 in / 243.8 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,QVPR16V070SB/QVPR16V070SC/QVPR16V070SEB/QVPR16V070SEC/QVPR16V070SEM/QVPR16V070SEN/QVPR16V070SEO/QVPR16V070SET/QVPR16V070SM/QVPR16V070SN/QVPR16V070SO/QVPR16V070ST,Single V-Lock,Four-Bolt Pillow Block,0883450059619/0883450059640/0883450114134/0883450114172/0883450175524/0883450204392/0883450204712/0883450216814/0883450217132/0883450229234/0883450229555/0883450297035,3.13 in/79.5 mm,6.47 in/164.3 mm,4.19 in/106.4 mm,8 in/203.2 mm,9.6 in/243.8 mm,2.13 in/54.1 mm,10.83 in/275.1 mm,3.38 in/85.9 mm,1.16 in/29.5 mm,0.625 in/16 mm,3.78 in/96 mm,0.3 in/7.6 mm,3.29 in/83.6 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPK17V070S,22217 ,70 mm,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,70 mm,Metric,QVPK17V070SB/QVPK17V070SC/QVPK17V070SEB/QVPK17V070SEC/QVPK17V070SEM/QVPK17V070SEN/QVPK17V070SEO/QVPK17V070SET/QVPK17V070SM/QVPK17V070SN/QVPK17V070SO/QVPK17V070ST,Single V-Lock,Four-Bolt Pillow Block,0883450149228/0883450149358/0883450153713/0883450153805/0883450176804/0883450176897/0883450185912/0883450186841/0883450279468/0883450279550/0883450283663/0883450283755,4 in/101.6 mm,7.92 in/201.2 mm,4.19 in/106.4 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.47 in/113.5 mm,0.76 in/19.3 mm,3.33 in/84.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPX16V070S,22216 ,70 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,QVPX16V070SB/QVPX16V070SC/QVPX16V070SEB/QVPX16V070SEC/QVPX16V070SEM/QVPX16V070SEN/QVPX16V070SEO/QVPX16V070SET/QVPX16V070SM/QVPX16V070SN/QVPX16V070SO/QVPX16V070ST/QVPX16V070STNG,Single V-Lock,Four-Bolt Pillow Block,,3.5 in/88.9 mm,6.83 in/173.5 mm,4.19 in/106.4 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,4.22 in/107.2 mm,0.22 in/5.6 mm,3.29 in/83.6 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPF16V070S,22216 ,70 mm,3.25 in / 82.6 mm,7.6 in / 193 mm,9.1 in / 231.1 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,QVPF16V070SB/QVPF16V070SC/QVPF16V070SEB/QVPF16V070SEC/QVPF16V070SEM/QVPF16V070SEN/QVPF16V070SEO/QVPF16V070SET/QVPF16V070SM/QVPF16V070SN/QVPF16V070SO/QVPF16V070ST,Single V-Lock,Four-Bolt Pillow Block,883450049474/883450049481/883450111850/883450111898/883450173629/883450203630/883450204019/883450216050/883450216432/883450228473/883450228855/883450296632,3.25 in/82.6 mm,6.59 in/167.4 mm,4.19 in/106.4 mm,7.6 in/193 mm,9.1 in/231.1 mm,1.88 in/47.8 mm,10.44 in/265.2 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.625 in/16 mm,3.66 in/93 mm,0.35 in/8.9 mm,3.23 in/89 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPG16V070S,22216 ,70 mm,3.74 in / 95 mm,9.25 in / 235 mm,10.5 in / 266.7 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,QVPG16V070SB/QVPG16V070SC/QVPG16V070SEB/QVPG16V070SEC/QVPG16V070SEM/QVPG16V070SEN/QVPG16V070SEO/QVPG16V070SET/QVPG16V070SM/QVPG16V070SN/QVPG16V070SO/QVPG16V070ST,Single V-Lock,Four-Bolt Pillow Block,883450420983/883450420990/883450421003/883450421010/883450421027/883450421034/883450421041/883450421058/883450421065/883450421072/883450421089/883450421096,3.74 in/95 mm,7.1 in/180.3 mm,4.19 in/106.4 mm,9.25 in/235 mm,10.5 in/266.7 mm,1.97 in/50 mm,12.4 in/315 mm,3.54 in/89.9 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.86 in/98 mm,0.28 in/7.11 mm,3.23 in/89 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPH16V070S,22216 ,70 mm,3.5 in / 88.9 mm,9 in / 228.6 mm,11 in / 279.4 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,QVPH16V070SB/QVPH16V070SC/QVPH16V070SEB/QVPH16V070SEC/QVPH16V070SEM/QVPH16V070SEN/QVPH16V070SEO/QVPH16V070SET/QVPH16V070SM/QVPH16V070SN/QVPH16V070SO/QVPH16V070ST,Single V-Lock,Four-Bolt Pillow Block,883450564274/883450564281/883450584067/883450584074/883450584081/883450584098/883450584104/883450584111/883450584128/883450584135/883450584142/883450584159,3.5 in/88.9 mm,6.96 in/176.7 mm,4.19 in/106.4 mm,9 in/228.6 mm,11 in/279.4 mm,2.13 in/54.1 mm,13 in/300.2 mm,2.86 in/72.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.79 in/96.3 mm,0.25 in/6.35 mm,3.23 in/89 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPG17V075S,22217 ,75 mm,3.74 in / 95 mm,9.44 in / 239.8 mm,11.31 in / 287.3 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,QVPG17V075SB/QVPG17V075SC/QVPG17V075SEB/QVPG17V075SEC/QVPG17V075SEM/QVPG17V075SEN/QVPG17V075SEO/QVPG17V075SET/QVPG17V075SM/QVPG17V075SN/QVPG17V075SO/QVPG17V075ST,Single V-Lock,Four-Bolt Pillow Block,0883450050890/0883450206389/0883450206532/0883450218818/0883450218962/0883450231237/0883450231381/0883450239974/0883450240123/0883450244930/0883450245081/0883450296861,3.74 in/95 mm,7.2 in/182.9 mm,4.19 in/106.4 mm,9.44 in/239.8 mm,11.31 in/287.3 mm,2.06 in/52.3 mm,12.63 in/320.8 mm,3.63 in/92.2 mm,1.25 in/31.8 mm,0.75 in/20 mm,3.91 in/99.3 mm,0.24 in/6.1 mm,3.33 in/84.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPH17V075S,22217 ,75 mm,3.75 in / 95.3 mm,9.44 in / 239.8 mm,11.31 in / 287.3 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,QVPH17V075SB/QVPH17V075SC/QVPH17V075SEB/QVPH17V075SEC/QVPH17V075SEM/QVPH17V075SEN/QVPH17V075SEO/QVPH17V075SET/QVPH17V075SM/QVPH17V075SN/QVPH17V075SO/QVPH17V075ST,Single V-Lock,Four-Bolt Pillow Block,0883450052795/0883450052986/0883450206686/0883450206839/0883450219112/0883450219266/0883450231534/0883450231688/0883450240277/0883450240420/0883450245234/0883450245388,3.75 in/95.3 mm,7.2 in/182.9 mm,4.19 in/106.4 mm,9.44 in/239.8 mm,11.31 in/287.3 mm,2.13 in/54.1 mm,12.63 in/320.8 mm,3.63 in/92.2 mm,1.26 in/32 mm,0.625 in/16 mm,3.91 in/99.3 mm,0.24 in/6.1 mm,3.33 in/84.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPR16V075S,22216 ,75 mm,3.13 in / 79.5 mm,8 in / 203.2 mm,9.6 in / 243.8 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,75 mm,Metric,QVPR16V075SB/QVPR16V075SC/QVPR16V075SEB/QVPR16V075SEC/QVPR16V075SEM/QVPR16V075SEN/QVPR16V075SEO/QVPR16V075SET/QVPR16V075SM/QVPR16V075SN/QVPR16V075SO/QVPR16V075ST,Single V-Lock,Four-Bolt Pillow Block,0883450059718/0883450059749/0883450114196/0883450114233/0883450175555/0883450204422/0883450204743/0883450216845/0883450217163/0883450229265/0883450229586/0883450297042,3.13 in/79.5 mm,6.47 in/164.3 mm,4.19 in/106.4 mm,8 in/203.2 mm,9.6 in/243.8 mm,2.13 in/54.1 mm,10.83 in/275.1 mm,3.38 in/85.9 mm,1.16 in/29.5 mm,0.625 in/16 mm,3.78 in/96 mm,0.3 in/7.6 mm,3.29 in/83.6 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPK17V075S,22217 ,75 mm,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,QVPK17V075SB/QVPK17V075SC/QVPK17V075SEB/QVPK17V075SEC/QVPK17V075SEM/QVPK17V075SEN/QVPK17V075SEO/QVPK17V075SET/QVPK17V075SM/QVPK17V075SN/QVPK17V075SO/QVPK17V075ST,Single V-Lock,Four-Bolt Pillow Block,0883450054270/0883450054287/0883450207065/0883450207218/0883450219495/0883450219648/0883450231916/0883450232067/0883450240659/0883450240802/0883450245616/0883450245760,4 in/101.6 mm,7.92 in/201.2 mm,4.19 in/106.4 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.47 in/113.5 mm,0.76 in/19.3 mm,3.33 in/84.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPX16V075S,22216 ,75 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,75 mm,Metric,QVPX16V075SB/QVPX16V075SC/QVPX16V075SEB/QVPX16V075SEC/QVPX16V075SEM/QVPX16V075SEN/QVPX16V075SEO/QVPX16V075SET/QVPX16V075SM/QVPX16V075SN/QVPX16V075SO/QVPX16V075ST,Single V-Lock,Four-Bolt Pillow Block,,3.5 in/88.9 mm,6.83 in/173.5 mm,4.19 in/106.4 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,4.22 in/107.2 mm,0.22 in/5.6 mm,3.29 in/83.6 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPF16V075S,22216 ,75 mm,3.25 in / 82.6 mm,7.6 in / 193 mm,9.1 in / 231.1 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,75 mm,Metric,QVPF16V075SB/QVPF16V075SC/QVPF16V075SEB/QVPF16V075SEC/QVPF16V075SEM/QVPF16V075SEN/QVPF16V075SEO/QVPF16V075SET/QVPF16V075SM/QVPF16V075SN/QVPF16V075SO/QVPF16V075ST,Single V-Lock,Four-Bolt Pillow Block,883450049498/883450049504/883450111911/883450111959/883450173650/883450203661/883450204040/883450216081/883450216463/883450228503/883450228886/883450296649,3.25 in/82.6 mm,6.59 in/167.4 mm,4.19 in/106.4 mm,7.6 in/193 mm,9.1 in/231.1 mm,1.88 in/47.8 mm,10.44 in/265.2 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.625 in/16 mm,3.66 in/93 mm,0.35 in/8.9 mm,3.23 in/89 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVPH20V080S,22220 ,80 mm,4.5 in / 114.3 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,80 mm,Metric,QVPH20V080SB/QVPH20V080SC/QVPH20V080SEB/QVPH20V080SEC/QVPH20V080SEM/QVPH20V080SEN/QVPH20V080SEO/QVPH20V080SET/QVPH20V080SM/QVPH20V080SN/QVPH20V080SO/QVPH20V080ST,Single V-Lock,Four-Bolt Pillow Block,0883450148269/0883450148528/0883450153096/0883450153256/0883450175401/0883450176194/0883450185301/0883450185455/0883450278218/0883450278560/0883450283052/0883450283205,4.5 in/114.3 mm,8.54 in/216.9 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.65 in/41.9 mm,0.75 in/20 mm,4.47 in/113.5 mm,0.47 in/11.9 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVPR19V080S,22219 ,80 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,80 mm,Metric,QVPR19V080SB/QVPR19V080SC/QVPR19V080SEB/QVPR19V080SEC/QVPR19V080SEM/QVPR19V080SEN/QVPR19V080SEO/QVPR19V080SET/QVPR19V080SM/QVPR19V080SN/QVPR19V080SO/QVPR19V080ST,Single V-Lock,Four-Bolt Pillow Block,0883450060219/0883450060240/0883450114493/0883450114530/0883450175586/0883450204453/0883450204774/0883450216876/0883450217194/0883450229296/0883450229616/0883450297097,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,11.25 in/285.8 mm,2.38 in/60.5 mm,13.63 in/346.2 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.19 in/106.4 mm,0.29 in/7.4 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPK20V080S,22220 ,80 mm,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,80 mm,Metric,QVPK20V080SB/QVPK20V080SC/QVPK20V080SEB/QVPK20V080SEC/QVPK20V080SEM/QVPK20V080SEN/QVPK20V080SEO/QVPK20V080SET/QVPK20V080SM/QVPK20V080SN/QVPK20V080SO/QVPK20V080ST,Single V-Lock,Four-Bolt Pillow Block,0883450149259/0883450149389/0883450153744/0883450153836/0883450176835/0883450176927/0883450186780/0883450186957/0883450279499/0883450279581/0883450283694/0883450283786,5 in/127 mm,9.44 in/239.8 mm,4.9 in/124.5 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.07 in/128.8 mm,0.55 in/14 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVPX19V080S,22219 ,80 mm,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,80 mm,Metric,QVPX19V080SB/QVPX19V080SC/QVPX19V080SEB/QVPX19V080SEC/QVPX19V080SEM/QVPX19V080SEN/QVPX19V080SEO/QVPX19V080SET/QVPX19V080SM/QVPX19V080SN/QVPX19V080SO/QVPX19V080ST,Single V-Lock,Four-Bolt Pillow Block,,4 in/101.6 mm,7.92 in/201.2 mm,4.9 in/124.5 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.69 in/119.1 mm,0.31 in/7.9 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPF19V080S,22219 ,80 mm,3.75 in / 95.3 mm,8.88 in / 225.6 mm,10.88 in / 276.4 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,80 mm,Metric,QVPF19V080SB/QVPF19V080SC/QVPF19V080SEB/QVPF19V080SEC/QVPF19V080SEM/QVPF19V080SEN/QVPF19V080SEO/QVPF19V080SET/QVPF19V080SM/QVPF19V080SN/QVPF19V080SO/QVPF19V080ST,Single V-Lock,Four-Bolt Pillow Block,883450049597/883450049627/883450112215/883450112253/883450173681/883450203692/883450204071/883450216111/883450216494/883450228534/883450228916/883450296694,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,8.88 in/225.6 mm,10.88 in/276.4 mm,2 in/50.8 mm,12.3 in/312.4 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.19 in/106.4 mm,0.43 in/10.9 mm,3.63 in/92.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPG19V080S,22219 ,80 mm,3.94 in / 100 mm,11.13 in / 282.7 mm,11.75 in / 298.5 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,80 mm,Metric,QVPG19V080SB/QVPG19V080SC/QVPG19V080SEB/QVPG19V080SEC/QVPG19V080SEM/QVPG19V080SEN/QVPG19V080SEO/QVPG19V080SET/QVPG19V080SM/QVPG19V080SN/QVPG19V080SO/QVPG19V080ST,Single V-Lock,Four-Bolt Pillow Block,883450421348/883450421355/883450421362/883450421379/883450421386/883450421393/883450421409/883450421416/883450421423/883450421430/883450421447/883450421454,3.94 in/100 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,11.13 in/282.7 mm,11.75 in/298.5 mm,1.97 in/50 mm,13.58 in/344.9 mm,3.94 in/100.1 mm,1.56 in/39.6 mm,0.625 in/20 mm,4.3 in/109.2 mm,0.26 in/6.6 mm,3.63 in/92.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPH19V080S,22219 ,80 mm,4 in / 101.6 mm,10 in / 254 mm,11.75 in / 298.5 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,80 mm,Metric,QVPH19V080SB/QVPH19V080SC/QVPH19V080SEB/QVPH19V080SEC/QVPH19V080SEM/QVPH19V080SEN/QVPH19V080SEO/QVPH19V080SET/QVPH19V080SM/QVPH19V080SN/QVPH19V080SO/QVPH19V080ST,Single V-Lock,Four-Bolt Pillow Block,883450564373/883450564380/883450585859/883450585866/883450585873/883450585880/883450585897/883450585903/883450585910/883450585927/883450585934/883450585941,4 in/101.6 mm,7.96 in/202.2 mm,4.9 in/124.5 mm,10 in/254 mm,11.75 in/298.5 mm,2.13 in/54.1 mm,13.75 in/349.3 mm,3.88 in/98.4 mm,1.63 in/41.3 mm,0.625 in/16 mm,4.18 in/106.3 mm,0.18 in/4.57 mm,3.63 in/92.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
